what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840410179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840411644
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840417628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840425724
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840447050
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1577840467303
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840480329
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840508768
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840511451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840513947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840516488
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840524211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840525842
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840545968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840567387
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840577386
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1577840604910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840638590
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840641414
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840645626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840648684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840648731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840650197
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1577840650213
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840653086
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840653102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840660569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840669851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840691106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840693442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840693603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840695583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840699177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840700707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840700863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840703500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840706994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840709194
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840710801
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1577840714513
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1577840732859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1577840734637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1577840739941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840741657
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840744325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840749177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840751938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840751953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840753483
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1577840753483
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840756388
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1577840756419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840763172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840764925
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840765115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840766856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840771608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840773561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840791739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840797248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840805504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840806863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840816928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840818886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840823725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577840825417
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1577840827467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840833664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840854906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1577840896382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1577840899973
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1577840912811
